Name,Position,Club,League,Pace,Shooting,Passing,Dribbling,Defense,Physical,Card Rating,Weak Foot,Skill Moves,Work Rates,Strong Foot,Futhead Card Link
Théo Valls, CM , N mes Olympique , France Ligue ,65,60,66,68,65,65,70,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/1472/theo-valls/
Neeskens Kebano, LW , Fulham , England EFL Championship ,80,66,65,74,39,54,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/1432/neeskens-kebano/
Fousseni Diabaté, RW , Amiens SC , France Ligue ,78,66,60,75,23,50,70,3,3,Medium/Low,Left,https://www.futhead.com/20/players/1418/fousseni-diabate/
Javi Galán, LB , SD Huesca , Spain Segunda A ,79,53,69,70,63,64,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/1345/javi-galan/
Giangiacomo Magnani, CB , Brescia , Italy Serie A ,55,35,45,50,72,69,70,3,2,Low/High,Left,https://www.futhead.com/20/players/1332/giangiacomo-magnani/
Javi Moyano, RB , Real Valladolid , Spain Primera Division ,70,45,58,61,70,73,70,2,2,Medium/High,Right,https://www.futhead.com/20/players/1292/javi-moyano/
Noah Joel Sarenren Bazee, RM , FC Augsburg , Germany Bundesliga ,87,60,62,73,27,50,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1284/noah-joel-sarenren-bazee/
Leonardo Capezzi, CM , Albacete Balompi , Spain Segunda A ,48,59,70,67,59,60,70,2,3,Medium/Medium,Right,https://www.futhead.com/20/players/1273/leonardo-capezzi/
Enrico Brignola, CAM , Livorno , Italy Serie B ,71,64,64,71,21,54,70,4,3,Medium/Medium,Left,https://www.futhead.com/20/players/1251/enrico-brignola/
Grégory Sertic, CDM , Olympique de Marseille , France Ligue ,56,63,68,63,69,71,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/1207/gregory-sertic/
Mattias Svanberg, CM , Bologna , Italy Serie A ,78,65,69,73,52,67,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/1178/mattias-svanberg/
Jordi Mboula, RW , Cercle Brugge , Belgium Jupiler Pro League ,86,66,62,72,32,62,70,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/1170/jordi-mboula/
Rafał Kurzawa, LM , Amiens SC , France Ligue ,57,65,72,71,61,57,70,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/1156/rafa-kurzawa/
Andrew Hjulsager, CM , Oostende , Belgium Jupiler Pro League ,75,65,68,72,58,70,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1089/andrew-hjulsager/
Dennis Geiger, CM , TSG Hoffenheim , Germany Bundesliga ,65,45,67,75,52,54,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/1075/dennis-geiger/
Rodri Tarín, CB , CD Legan s , Spain Primera Division ,66,36,52,59,69,68,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/1043/rodri-tarin/
Gabriele Moncini, ST , Spal , Italy Serie A ,74,68,54,66,37,65,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/973/gabriele-moncini/
László Bénes, CAM , Borussia M gladbach , Germany Bundesliga ,65,68,72,70,35,56,70,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/952/laszlo-benes/
Orji Okwonkwo, RW , Montreal Impact , USA Major League Soccer ,90,66,63,70,49,70,70,3,3,High/High,Right,https://www.futhead.com/20/players/909/orji-okwonkwo/
Marco Terrazzino, LM , SC Freiburg , Germany Bundesliga ,65,58,69,74,34,59,70,2,4,Medium/Medium,Right,https://www.futhead.com/20/players/855/marco-terrazzino/
Antoine Bernede, CM , Red Bull Salzburg , Austria Bundesliga ,65,55,65,71,66,71,70,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/827/antoine-bernede/
Johan Larsson, RB , Br ndby IF , Denmark Superliga ,80,64,69,66,63,75,70,4,3,High/Medium,Right,https://www.futhead.com/20/players/780/johan-larsson/
Carl Jenkinson, RB , Nottingham Forest , England EFL Championship ,68,50,65,67,69,67,70,2,3,High/High,Right,https://www.futhead.com/20/players/740/carl-jenkinson/
Esteban Rolón, CDM , M laga CF , Spain Segunda A ,65,53,66,66,67,65,70,3,2,Low/Medium,Right,https://www.futhead.com/20/players/710/esteban-rolon/
Petar Škuletić, ST , Montpellier HSC , France Ligue ,65,73,48,55,32,75,70,3,2,Medium/Low,Left,https://www.futhead.com/20/players/686/petar-skuletic/
Koray Günter, CB , Hellas Verona , Italy Serie A ,59,31,56,59,69,69,70,4,2,Low/High,Right,https://www.futhead.com/20/players/685/koray-gunter/
Hamed Junior Traorè, CAM , Sassuolo , Italy Serie A ,66,66,68,73,56,61,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/628/hamed-junior-traore/
Issiaga Sylla, LB , Toulouse FC , France Ligue ,70,61,69,70,65,74,70,2,3,High/High,Left,https://www.futhead.com/20/players/616/issiaga-sylla/
Cristian Dell'Orco, CB , Lecce , Italy Serie A ,63,47,59,67,70,66,70,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/596/cristian-dellorco/
Aymen Barkok, CM , Fortuna D sseldorf , Germany Bundesliga ,69,62,67,77,54,63,70,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/580/aymen-barkok/
Pedro López, RB , SD Huesca , Spain Segunda A ,66,60,68,69,71,66,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/555/pedro-lopez/
Yann Bodiger, CDM , C diz CF , Spain Segunda A ,53,57,68,64,67,70,70,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/524/yann-bodiger/
Yacine Bammou, RM , Alanyaspor , Turkey S per Lig ,66,71,68,70,46,73,70,3,3,Medium/High,Right,https://www.futhead.com/20/players/523/yacine-bammou/
Branimir Hrgota, ST , SpVgg Greuther F rth , Germany Bundesliga ,70,72,61,70,26,61,70,4,3,Medium/Medium,Left,https://www.futhead.com/20/players/498/branimir-hrgota/
Frédéric Sammaritano, LM , Dijon FCO , France Ligue ,63,63,71,72,26,49,70,4,3,High/Medium,Right,https://www.futhead.com/20/players/478/frederic-sammaritano/
Raffaele Maiello, CM , Frosinone , Italy Serie B ,70,59,67,73,55,65,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/430/raffaele-maiello/
Ronaël Pierre-Gabriel, RB , FSV Mainz , Germany Bundesliga ,77,48,59,68,67,69,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/407/ronael-pierre-gabriel/
Cheick Traoré, RB , En Avant Guingamp , France Ligue ,74,46,62,70,67,67,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/393/cheick-traore/
Reinildo, LB , LOSC Lille , France Ligue ,75,52,59,69,67,68,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/385/reinildo/
Danny Blum, LM , VfL Bochum , Germany Bundesliga ,84,71,61,74,29,64,70,3,3,Medium/Low,Left,https://www.futhead.com/20/players/346/danny-blum/
Kouadio-Yves Dabila, CB , Cercle Brugge , Belgium Jupiler Pro League ,54,31,47,54,71,68,70,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/319/kouadio-yves-dabila/
José Arnáiz, LM , CD Legan s , Spain Primera Division ,80,70,63,72,40,57,70,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/311/jose-arnaiz/
Aurélien Tchouaméni, CM , Girondins de Bordeaux , France Ligue ,72,53,63,71,69,73,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/310/aurelien-tchouameni/
Alexander Esswein, RM , Hertha BSC , Germany Bundesliga ,77,69,63,70,58,74,70,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/308/alexander-esswein/
Filip Bradarić, CM , Cagliari , Italy Serie A ,61,53,69,66,68,65,70,3,2,Low/Medium,Right,https://www.futhead.com/20/players/306/filip-bradaric/
Idriss Saadi, ST , Cercle Brugge , Belgium Jupiler Pro League ,65,70,53,67,22,75,70,3,3,High/Medium,Right,https://www.futhead.com/20/players/221/idriss-saadi/
Vasyl Kravets, LB , CD Legan s , Spain Primera Division ,69,52,54,64,69,71,70,3,3,High/Medium,Left,https://www.futhead.com/20/players/216/vasyl-kravets/
Arnaud Nordin, LM , AS Saint tienne , France Ligue ,82,67,63,72,32,52,70,4,3,Medium/Medium,Left,https://www.futhead.com/20/players/158/arnaud-nordin/
Akapo, RB , C diz CF , Spain Segunda A ,83,51,62,60,66,76,70,3,2,High/Medium,Right,https://www.futhead.com/20/players/92/akapo/
Andrea Beghetto, LM , Frosinone , Italy Serie B ,77,49,67,70,59,62,70,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/88/andrea-beghetto/
Mauricio Lemos, CB , UD Las Palmas , Spain Segunda A ,63,54,59,68,69,70,70,3,2,High/Medium,Right,https://www.futhead.com/20/players/81/mauricio-lemos/
Robin Bormuth, CB , Fortuna D sseldorf , Germany Bundesliga ,72,25,39,49,69,74,70,3,2,Low/Medium,Right,https://www.futhead.com/20/players/80/robin-bormuth/
Sergio Córdova, ST , FC Augsburg , Germany Bundesliga ,76,68,53,69,23,64,70,2,3,Medium/Medium,Right,https://www.futhead.com/20/players/3/sergio-cordova/
Clarke Oduor, LM , Barnsley , England EFL Championship ,86,64,70,70,50,67,69,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/22543/clarke-oduor/
Dennis Dressel, CM , TSV M nchen , Germany Liga ,74,65,68,70,55,78,69,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/22324/dennis-dressel/
Bart Nieuwkoop, RB , Feyenoord , Holland Eredivisie ,76,43,65,66,67,72,69,3,3,High/Medium,Right,https://www.futhead.com/20/players/22213/bart-nieuwkoop/
Lucas Acevedo, CB , Palestino , Chile Campeonato Nacional Scotiabank ,44,38,43,39,67,82,69,3,2,Low/Medium,Right,https://www.futhead.com/20/players/21718/lucas-acevedo/
Rafał Wolski, CAM , Wis a P ock , Poland Ekstraklasa ,70,62,69,70,34,59,69,3,4,Medium/Low,Right,https://www.futhead.com/20/players/21717/rafa-wolski/
Bryan Carrasco, RM , Palestino , Chile Campeonato Nacional Scotiabank ,90,63,64,69,42,64,69,3,3,High/Medium,Right,https://www.futhead.com/20/players/21716/bryan-carrasco/
Cory Burke, ST , SKN St P lten , Austria Bundesliga ,76,67,40,62,25,74,69,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/21617/cory-burke/
Petteri Forsell, CAM , Korona Kielce , Poland Ekstraklasa ,54,72,70,68,44,67,69,5,3,Low/Low,Right,https://www.futhead.com/20/players/21616/petteri-forsell/
Joe Aribo, CM , Rangers , Scotland Premiership ,82,54,67,70,60,66,69,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/21615/joe-aribo/
Manuel Balda, RW , Atlas , Mexico Liga MX ,80,73,54,73,28,42,69,2,2,Medium/Low,Right,https://www.futhead.com/20/players/21614/manuel-balda/
Harold Moukoudi, CB , Middlesbrough , England EFL Championship ,57,30,39,46,69,79,69,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/21613/harold-moukoudi/
Wilfried Zahibo, CDM , New England Revolution , USA Major League Soccer ,56,48,57,61,67,83,69,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/21612/wilfried-zahibo/
Jakob Glesnes, CB , Philadelphia Union , USA Major League Soccer ,63,47,54,58,66,77,69,3,2,Medium/High,Right,https://www.futhead.com/20/players/21611/jakob-glesnes/
Hervin Ongenda, CAM , Chievo Verona , Italy Serie B ,77,62,64,76,34,55,69,3,4,Medium/Low,Right,https://www.futhead.com/20/players/21610/hervin-ongenda/
Justin Meram, LM , Real Salt Lake , USA Major League Soccer ,67,68,65,71,59,66,69,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/21609/justin-meram/
Petar Filipović, CB , LASK , Austria Bundesliga ,69,52,59,60,68,72,69,3,2,Medium/High,Left,https://www.futhead.com/20/players/21607/petar-filipovic/
Juan Ignacio Cavallaro, LM , Tigre , CONMEBOL Libertadores ,78,67,65,72,34,61,69,3,3,High/Low,Right,https://www.futhead.com/20/players/21245/juan-ignacio-cavallaro/
Juan Agudelo, ST , Inter Miami CF , USA Major League Soccer ,76,65,61,70,39,69,69,5,4,High/High,Right,https://www.futhead.com/20/players/21074/juan-agudelo/
Sidney Sam, RM , SCR Altach , Austria Bundesliga ,74,64,67,70,37,56,69,3,3,Medium/Low,Left,https://www.futhead.com/20/players/21048/sidney-sam/
Patrick Banggaard, CB , S nderjyskE , Denmark Superliga ,59,38,50,45,69,75,69,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/21033/patrick-banggaard/
Cristian Gamboa, RB , VfL Bochum , Germany Bundesliga ,87,48,65,71,62,72,69,2,3,High/Medium,Right,https://www.futhead.com/20/players/21012/cristian-gamboa/
Andreas Vindheim, RB , Sparta Praha , Czech Republic HET Liga ,83,53,62,66,62,71,69,3,2,High/Medium,Right,https://www.futhead.com/20/players/20973/andreas-vindheim/
Cédric Gogoua, CB , CSKA Moskva , Russia FUT League ,71,33,45,49,69,70,69,3,2,Medium/High,Right,https://www.futhead.com/20/players/20966/cedric-gogoua/
Rivaldinho, ST , FC Viitorul , Romania Liga I ,77,69,44,60,24,71,69,3,2,High/Low,Right,https://www.futhead.com/20/players/20964/rivaldinho/
Carlos Neva, LB , Granada CF , Spain Primera Division ,73,43,56,65,68,59,69,2,2,High/Medium,Left,https://www.futhead.com/20/players/20954/carlos-neva/
Arthur Cabral, ST , FC Basel , Switzerland Super League ,65,69,41,64,30,71,69,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/20948/arthur-cabral/
Diego Palacios, LB , Los Angeles FC , USA Major League Soccer ,77,33,62,68,65,64,69,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/20943/diego-palacios/
David Davis, CM , Charlton Athletic , England EFL Championship ,74,65,66,68,68,81,69,3,3,Medium/High,Right,https://www.futhead.com/20/players/20672/david-davis/
Simone Grippo, CB , Real Oviedo , Spain Segunda A ,58,57,60,55,66,81,69,3,2,Low/Medium,Right,https://www.futhead.com/20/players/20671/simone-grippo/
Declan John, LB , Sunderland , England EFL League One ,87,56,63,73,61,64,69,3,3,High/Medium,Left,https://www.futhead.com/20/players/20670/declan-john/
Claudiu Belu-Iordache, RB , FC Voluntari , Romania Liga I ,82,30,60,60,65,67,69,3,3,High/Medium,Right,https://www.futhead.com/20/players/20668/claudiu-belu-iordache/
Etzaz Hussain, CDM , Molde FK , Norway Eliteserien ,68,63,67,70,62,64,69,3,4,Medium/Medium,Left,https://www.futhead.com/20/players/20667/etzaz-hussain/
Harold Moukoudi, CB , Middlesbrough , England EFL Championship ,57,30,39,46,69,79,69,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/20666/harold-moukoudi/
Héctor Urrego, CB , Curic Unido , Chile Campeonato Nacional Scotiabank ,54,33,47,49,68,77,69,2,2,Medium/High,Right,https://www.futhead.com/20/players/20664/hector-urrego/
Javi Muñoz, CM , CD Tenerife , Spain Segunda A ,70,61,67,68,59,62,69,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/20663/javi-munoz/
Glenn Whelan, CDM , Fleetwood Town , England EFL League One ,42,63,68,65,69,67,69,3,2,Low/High,Right,https://www.futhead.com/20/players/20662/glenn-whelan/
Carlos Henao, CB , Rionegro guilas Doradas , Colombia Liga Aguila ,47,51,44,46,69,78,69,4,2,Low/High,Left,https://www.futhead.com/20/players/20660/carlos-henao/
Harold Cummings, CB , Uni n Espa ola , Chile Campeonato Nacional Scotiabank ,52,29,52,54,67,79,69,3,2,Low/Medium,Right,https://www.futhead.com/20/players/20659/harold-cummings/
Thomas Bruns, CM , VVV Venlo , Holland Eredivisie ,71,62,68,68,61,68,69,3,3,High/High,Right,https://www.futhead.com/20/players/20658/thomas-bruns/
Michael Sollbauer, CB , Barnsley , England EFL Championship ,41,28,45,49,68,77,69,3,2,Medium/High,Right,https://www.futhead.com/20/players/20657/michael-sollbauer/
Denilson, ST , FC Pa os de Ferreira , Portugal Liga NOS ,78,65,61,71,28,70,69,2,3,Medium/Medium,Right,https://www.futhead.com/20/players/20656/denilson/
Guillermo, ST , Racing de Santander , Spain Segunda A ,76,66,59,69,31,73,69,3,3,High/Medium,Right,https://www.futhead.com/20/players/20655/guillermo/
Borja Galán, LM , Racing de Santander , Spain Segunda A ,62,67,64,68,33,62,69,2,3,Medium/Medium,Right,https://www.futhead.com/20/players/20654/borja-galan/
Christian Rivera, CM , Girona FC , Spain Segunda A ,55,48,64,66,68,70,69,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/20653/christian-rivera/
Liam Bridcutt, CDM , Lincoln City , England EFL League One ,67,46,63,67,69,73,69,3,3,Low/High,Right,https://www.futhead.com/20/players/20652/liam-bridcutt/
Matthew Smith, CM , Charlton Athletic , England EFL Championship ,74,53,65,71,58,73,69,2,3,High/High,Right,https://www.futhead.com/20/players/20651/matthew-smith/
Sebastián Martínez, CM , Huachipato , Chile Campeonato Nacional Scotiabank ,67,54,63,66,65,67,69,3,3,Medium/High,Right,https://www.futhead.com/20/players/20650/sebastian-martinez/
Vasco Regini, CB , Parma , Italy Serie A ,63,39,54,60,71,68,69,2,2,Medium/Medium,Left,https://www.futhead.com/20/players/20649/vasco-regini/
Dejan Joveljić, ST , Anderlecht , Belgium Jupiler Pro League ,73,68,53,71,30,61,69,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/20648/dejan-joveljic/
Cameron Carter-Vickers, CB , Luton Town , England EFL Championship ,63,23,51,51,68,69,69,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/20647/cameron-carter-vickers/
Lazare Amani, CM , Charleroi , Belgium Jupiler Pro League ,79,61,63,74,51,68,69,4,3,High/High,Right,https://www.futhead.com/20/players/20646/lazare-amani/
Josh Scowen, CDM , Sunderland , England EFL League One ,60,54,63,66,67,71,69,3,3,Medium/High,Right,https://www.futhead.com/20/players/20645/josh-scowen/
Youssouf Fofana, CM , AS Monaco , France Ligue ,75,61,63,70,65,70,69,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/20644/youssouf-fofana/
Alessandro Crescenzi, RB , Cremonese , Italy Serie B ,77,37,54,66,64,76,69,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/20643/alessandro-crescenzi/
Kei Chinen, ST , Oita Trinita , Japan J League ,77,65,53,68,24,65,69,3,3,Medium/Low,Right,https://www.futhead.com/20/players/20642/kei-chinen/
Querol, RM , Albacete Balompi , Spain Segunda A ,85,65,63,67,53,67,69,3,3,High/High,Right,https://www.futhead.com/20/players/20641/querol/
Marc Gual, ST , Real Madrid , Spain Primera Division ,69,67,56,68,22,63,69,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/20640/marc-gual/
Cristian Arrieta, RB , Am rica de Cali , Colombia Liga Aguila ,86,43,57,62,64,72,69,3,2,High/Medium,Right,https://www.futhead.com/20/players/19846/cristian-arrieta/
Héctor Fertoli, LM , Racing Club de Avellaneda , Argentina Primera Divisi n ,86,61,62,72,41,61,69,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/19842/hector-fertoli/
Riccardo Fiamozzi, RB , Empoli , Italy Serie B ,83,49,62,65,63,78,69,2,3,High/Medium,Right,https://www.futhead.com/20/players/19841/riccardo-fiamozzi/
Carlos Henao, CB , Independiente Santa Fe , Colombia Liga Aguila ,47,51,44,46,69,78,69,4,2,Low/High,Left,https://www.futhead.com/20/players/19840/carlos-henao/
Patrick Joosten, LW , Sparta Rotterdam , Holland Eredivisie ,81,69,64,71,35,59,69,3,4,High/Low,Right,https://www.futhead.com/20/players/19838/patrick-joosten/
Aristote Nsiala, CB , Bolton Wanderers , England EFL League One ,78,38,43,45,66,86,69,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/19837/aristote-nsiala/
Hervin Ongenda, CAM , Chievo Verona , Italy Serie B ,77,62,64,76,34,55,69,3,4,Medium/Low,Right,https://www.futhead.com/20/players/19836/hervin-ongenda/
Jair Palacios, RB , Atl tico Bucaramanga , Colombia Liga Aguila ,86,53,58,65,62,74,69,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/19835/jair-palacios/
Marco Rojas, RW , Melbourne Victory , Australia Hyundai A League ,88,65,64,73,45,45,69,4,4,High/Medium,Right,https://www.futhead.com/20/players/19834/marco-rojas/
Cenk Şahin, RM , Kayserispor , Turkey S per Lig ,91,62,60,76,29,57,69,2,4,Medium/Low,Left,https://www.futhead.com/20/players/19833/cenk-sahin/
Veysel Sarı, CB , Antalyaspor , Turkey S per Lig ,64,54,59,65,68,74,69,2,2,Medium/High,Right,https://www.futhead.com/20/players/19832/veysel-sar/
Lars Veldwijk, ST , Jeonbuk Hyundai Motors , Korea K League Classic ,56,68,51,60,31,74,69,4,2,Medium/Low,Right,https://www.futhead.com/20/players/19831/lars-veldwijk/
Lucas Aveldaño, CB , Deportes Iquique , Chile Campeonato Nacional Scotiabank ,48,52,52,45,67,79,69,3,2,Low/High,Right,https://www.futhead.com/20/players/19830/lucas-aveldano/
Musa Barrow, ST , Bologna , Italy Serie A ,81,66,48,68,31,58,69,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/19829/musa-barrow/
Bilal Başaçıkoğlu, LM , Trabzonspor , Turkey S per Lig ,83,68,62,74,45,57,69,4,3,Medium/High,Right,https://www.futhead.com/20/players/19828/bilal-basackoglu/
Jon Erice, CDM , Albacete Balompi , Spain Segunda A ,49,53,66,63,66,69,69,3,2,Low/High,Left,https://www.futhead.com/20/players/19825/jon-erice/
